timestamp_iso,offset_seconds,power_w,voltage_v,current_ma,phase
2026-09-10T02:20:05.106008+00:00,78,16.5,220.6,74.8,Water Fill
2026-09-10T02:20:07.106008+00:00,80,16.6,221.2,75.0,Water Fill
2026-09-10T02:20:09.106008+00:00,82,16.8,217.8,77.1,Water Fill
2026-09-10T02:20:11.106008+00:00,84,17.5,220.9,79.2,Water Fill
2026-09-10T02:20:13.106008+00:00,86,17.0,219.5,77.4,Water Fill
2026-09-10T02:20:15.106008+00:00,88,18.6,221.2,84.1,Water Fill
2026-09-10T02:20:17.106008+00:00,90,19.4,222.5,87.2,Water Fill
2026-09-10T02:20:19.106008+00:00,92,17.9,221.3,80.9,Water Fill
2026-09-10T02:20:21.106008+00:00,94,18.6,218.6,85.1,Water Fill
2026-09-10T02:20:23.106008+00:00,96,19.5,221.4,88.1,Water Fill
2026-09-10T02:20:25.106008+00:00,98,19.3,220.0,87.7,Water Fill
2026-09-10T02:20:27.106008+00:00,100,16.6,222.0,74.8,Water Fill
2026-09-10T02:20:29.106008+00:00,102,17.7,221.8,79.8,Water Fill
2026-09-10T02:20:31.106008+00:00,104,17.8,220.8,80.6,Water Fill
2026-09-10T02:20:33.106008+00:00,106,17.4,218.1,79.8,Water Fill
2026-09-10T02:20:35.106008+00:00,108,18.3,221.8,82.5,Water Fill
2026-09-10T02:20:37.106008+00:00,110,18.5,221.5,83.5,Water Fill
2026-09-10T02:20:39.106008+00:00,112,17.7,220.3,80.3,Water Fill
2026-09-10T02:20:41.106008+00:00,114,18.8,219.7,85.6,Water Fill
2026-09-10T02:20:43.106008+00:00,116,17.0,217.6,78.1,Water Fill
2026-09-10T02:20:45.106008+00:00,118,18.7,217.5,86.0,Water Fill
2026-09-10T02:20:47.106008+00:00,120,18.9,218.6,86.5,Water Fill
2026-09-10T02:20:49.106008+00:00,122,17.9,218.2,82.0,Water Fill
2026-09-10T02:20:51.106008+00:00,124,17.5,218.0,80.3,Water Fill
2026-09-10T02:20:53.106008+00:00,126,17.3,220.0,78.6,Water Fill
2026-09-10T02:20:55.106008+00:00,128,16.7,219.8,76.0,Water Fill
2026-09-10T02:20:57.106008+00:00,130,18.0,221.4,81.3,Water Fill
2026-09-10T02:20:59.106008+00:00,132,17.4,220.7,78.8,Water Fill
2026-09-10T02:21:01.106008+00:00,134,17.0,217.5,78.2,Water Fill
2026-09-10T02:21:03.106008+00:00,136,18.4,219.5,83.8,Water Fill
2026-09-10T02:21:05.106008+00:00,138,18.6,217.6,85.5,Water Fill
2026-09-10T02:21:07.106008+00:00,140,18.8,220.9,85.1,Water Fill
2026-09-10T02:21:09.106008+00:00,142,18.0,218.4,82.4,Water Fill
2026-09-10T02:21:11.106008+00:00,144,16.5,220.0,75.0,Water Fill
2026-09-10T02:21:13.106008+00:00,146,17.6,221.0,79.6,Water Fill
2026-09-10T02:21:15.106008+00:00,148,17.5,220.7,79.3,Water Fill
2026-09-10T02:21:17.106008+00:00,150,17.6,221.3,79.5,Water Fill
2026-09-10T02:21:19.106008+00:00,152,18.2,219.7,82.8,Water Fill
2026-09-10T02:21:21.106008+00:00,154,16.9,219.7,76.9,Water Fill
2026-09-10T02:21:23.106008+00:00,156,17.3,221.4,78.1,Water Fill
2026-09-10T02:21:25.106008+00:00,158,18.8,219.1,85.8,Water Fill
2026-09-10T02:21:27.106008+00:00,160,16.6,219.2,75.7,Water Fill
2026-09-10T02:21:29.106008+00:00,162,18.8,219.4,85.7,Water Fill
2026-09-10T02:21:31.106008+00:00,164,17.0,219.0,77.6,Water Fill
2026-09-10T02:21:33.106008+00:00,166,19.2,221.0,86.9,Water Fill
2026-09-10T02:21:35.106008+00:00,168,16.5,220.8,74.7,Water Fill
2026-09-10T02:21:37.106008+00:00,170,19.1,218.7,87.3,Water Fill
2026-09-10T02:21:39.106008+00:00,172,16.7,221.8,75.3,Water Fill
2026-09-10T02:21:41.106008+00:00,174,18.2,220.2,82.7,Water Fill
2026-09-10T02:21:43.106008+00:00,176,17.1,222.3,76.9,Water Fill
2026-09-10T02:21:45.106008+00:00,178,17.9,222.0,80.6,Water Fill
2026-09-10T02:21:47.106008+00:00,180,157.1,221.6,708.9,Wash Agitation
2026-09-10T02:21:49.106008+00:00,182,174.4,219.2,795.6,Wash Agitation
2026-09-10T02:21:51.106008+00:00,184,191.3,220.5,867.6,Wash Agitation
2026-09-10T02:21:53.106008+00:00,186,195.5,220.4,887.0,Wash Agitation
2026-09-10T02:21:55.106008+00:00,188,211.3,217.8,970.2,Wash Agitation
2026-09-10T02:21:57.106008+00:00,190,235.0,221.0,1063.3,Wash Agitation
2026-09-10T02:21:59.106008+00:00,192,245.9,217.5,1130.6,Wash Agitation
2026-09-10T02:22:01.106008+00:00,194,258.7,219.0,1181.3,Wash Agitation
2026-09-10T02:22:03.106008+00:00,196,262.3,219.2,1196.6,Wash Agitation
2026-09-10T02:22:05.106008+00:00,198,234.8,219.2,1071.2,Wash Agitation
2026-09-10T02:22:07.106008+00:00,200,252.2,218.3,1155.3,Wash Agitation
2026-09-10T02:22:09.106008+00:00,202,230.6,218.9,1053.4,Wash Agitation
2026-09-10T02:22:11.106008+00:00,204,202.8,222.0,913.5,Wash Agitation
2026-09-10T02:22:13.106008+00:00,206,204.0,221.1,922.7,Wash Agitation
2026-09-10T02:22:15.106008+00:00,208,192.9,220.7,874.0,Wash Agitation
2026-09-10T02:22:17.106008+00:00,210,185.8,219.0,848.4,Wash Agitation
2026-09-10T02:22:19.106008+00:00,212,177.3,222.2,797.9,Wash Agitation
2026-09-10T02:22:21.106008+00:00,214,165.0,217.7,757.9,Wash Agitation
2026-09-10T02:22:23.106008+00:00,216,170.2,218.9,777.5,Wash Agitation
2026-09-10T02:22:25.106008+00:00,218,190.4,219.7,866.6,Wash Agitation
2026-09-10T02:22:27.106008+00:00,220,220.5,219.5,1004.6,Wash Agitation
2026-09-10T02:22:29.106008+00:00,222,215.9,221.3,975.6,Wash Agitation
2026-09-10T02:22:31.106008+00:00,224,225.8,219.9,1026.8,Wash Agitation
2026-09-10T02:22:33.106008+00:00,226,233.9,218.2,1072.0,Wash Agitation
2026-09-10T02:22:35.106008+00:00,228,237.4,219.6,1081.1,Wash Agitation
2026-09-10T02:22:37.106008+00:00,230,235.0,222.0,1058.6,Wash Agitation
2026-09-10T02:22:39.106008+00:00,232,244.4,221.4,1103.9,Wash Agitation
2026-09-10T02:22:41.106008+00:00,234,212.6,218.7,972.1,Wash Agitation
2026-09-10T02:22:43.106008+00:00,236,204.2,219.7,929.4,Wash Agitation
2026-09-10T02:22:45.106008+00:00,238,203.8,219.9,926.8,Wash Agitation
2026-09-10T02:22:47.106008+00:00,240,188.2,220.3,854.3,Wash Agitation
2026-09-10T02:22:49.106008+00:00,242,178.1,218.4,815.5,Wash Agitation
2026-09-10T02:22:51.106008+00:00,244,157.2,219.6,715.8,Wash Agitation
2026-09-10T02:22:53.106008+00:00,246,167.6,219.2,764.6,Wash Agitation
2026-09-10T02:22:55.106008+00:00,248,178.4,217.6,819.9,Wash Agitation
2026-09-10T02:22:57.106008+00:00,250,193.9,220.9,877.8,Wash Agitation
2026-09-10T02:22:59.106008+00:00,252,214.9,221.7,969.3,Wash Agitation
2026-09-10T02:23:01.106008+00:00,254,220.3,219.4,1004.1,Wash Agitation
2026-09-10T02:23:03.106008+00:00,256,253.3,219.9,1151.9,Wash Agitation
2026-09-10T02:23:05.106008+00:00,258,259.4,221.3,1172.2,Wash Agitation
2026-09-10T02:23:07.106008+00:00,260,254.6,219.1,1162.0,Wash Agitation
2026-09-10T02:23:09.106008+00:00,262,242.1,221.3,1094.0,Wash Agitation
2026-09-10T02:23:11.106008+00:00,264,230.2,221.1,1041.2,Wash Agitation
2026-09-10T02:23:13.106008+00:00,266,213.7,217.6,982.1,Wash Agitation
2026-09-10T02:23:15.106008+00:00,268,194.5,220.7,881.3,Wash Agitation
2026-09-10T02:23:17.106008+00:00,270,192.3,222.4,864.7,Wash Agitation
2026-09-10T02:23:19.106008+00:00,272,176.7,220.4,801.7,Wash Agitation
2026-09-10T02:23:21.106008+00:00,274,161.7,218.1,741.4,Wash Agitation
2026-09-10T02:23:23.106008+00:00,276,169.0,218.7,772.7,Wash Agitation
2026-09-10T02:23:25.106008+00:00,278,178.3,219.8,811.2,Wash Agitation
2026-09-10T02:23:27.106008+00:00,280,199.3,219.6,907.6,Wash Agitation
2026-09-10T02:23:29.106008+00:00,282,200.6,219.2,915.1,Wash Agitation
2026-09-10T02:23:31.106008+00:00,284,217.5,221.9,980.2,Wash Agitation
2026-09-10T02:23:33.106008+00:00,286,239.0,219.4,1089.3,Wash Agitation
2026-09-10T02:23:35.106008+00:00,288,251.3,221.3,1135.6,Wash Agitation
2026-09-10T02:23:37.106008+00:00,290,244.3,222.0,1100.5,Wash Agitation
2026-09-10T02:23:39.106008+00:00,292,241.3,218.3,1105.4,Wash Agitation
2026-09-10T02:23:41.106008+00:00,294,249.8,219.6,1137.5,Wash Agitation
2026-09-10T02:23:43.106008+00:00,296,243.8,219.9,1108.7,Wash Agitation
2026-09-10T02:23:45.106008+00:00,298,206.0,219.3,939.4,Wash Agitation
2026-09-10T02:23:47.106008+00:00,300,190.3,217.9,873.3,Wash Agitation
2026-09-10T02:23:49.106008+00:00,302,185.9,221.9,837.8,Wash Agitation
2026-09-10T02:23:51.106008+00:00,304,163.4,221.9,736.4,Wash Agitation
2026-09-10T02:23:53.106008+00:00,306,172.7,221.3,780.4,Wash Agitation
2026-09-10T02:23:55.106008+00:00,308,184.7,219.7,840.7,Wash Agitation
2026-09-10T02:23:57.106008+00:00,310,174.4,219.6,794.2,Wash Agitation
2026-09-10T02:23:59.106008+00:00,312,185.3,221.8,835.4,Wash Agitation
2026-09-10T02:24:01.106008+00:00,314,219.0,221.9,986.9,Wash Agitation
2026-09-10T02:24:03.106008+00:00,316,223.4,221.4,1009.0,Wash Agitation
2026-09-10T02:24:05.106008+00:00,318,240.4,219.9,1093.2,Wash Agitation
2026-09-10T02:24:07.106008+00:00,320,237.9,218.4,1089.3,Wash Agitation
2026-09-10T02:24:09.106008+00:00,322,249.8,219.5,1138.0,Wash Agitation
2026-09-10T02:24:11.106008+00:00,324,246.4,219.9,1120.5,Wash Agitation
2026-09-10T02:24:13.106008+00:00,326,229.0,220.1,1040.4,Wash Agitation
2026-09-10T02:24:15.106008+00:00,328,229.1,219.3,1044.7,Wash Agitation
2026-09-10T02:24:17.106008+00:00,330,202.4,219.7,921.3,Wash Agitation
2026-09-10T02:24:19.106008+00:00,332,184.6,218.5,844.9,Wash Agitation
2026-09-10T02:24:21.106008+00:00,334,185.3,221.5,836.6,Wash Agitation
2026-09-10T02:24:23.106008+00:00,336,169.3,221.4,764.7,Wash Agitation
2026-09-10T02:24:25.106008+00:00,338,174.2,218.6,796.9,Wash Agitation
2026-09-10T02:24:27.106008+00:00,340,174.1,218.0,798.6,Wash Agitation
2026-09-10T02:24:29.106008+00:00,342,188.4,218.9,860.7,Wash Agitation
2026-09-10T02:24:31.106008+00:00,344,194.2,222.2,874.0,Wash Agitation
2026-09-10T02:24:33.106008+00:00,346,203.4,221.5,918.3,Wash Agitation
2026-09-10T02:24:35.106008+00:00,348,225.1,218.1,1032.1,Wash Agitation
2026-09-10T02:24:37.106008+00:00,350,241.3,220.3,1095.3,Wash Agitation
2026-09-10T02:24:39.106008+00:00,352,256.7,220.1,1166.3,Wash Agitation
2026-09-10T02:24:41.106008+00:00,354,252.0,218.7,1152.3,Wash Agitation
2026-09-10T02:24:43.106008+00:00,356,247.1,221.5,1115.6,Wash Agitation
2026-09-10T02:24:45.106008+00:00,358,228.5,218.4,1046.2,Wash Agitation
2026-09-10T02:24:47.106008+00:00,360,226.1,220.7,1024.5,Wash Agitation
2026-09-10T02:24:49.106008+00:00,362,190.1,222.0,856.3,Wash Agitation
2026-09-10T02:24:51.106008+00:00,364,182.5,219.4,831.8,Wash Agitation
2026-09-10T02:24:53.106008+00:00,366,190.3,222.5,855.3,Wash Agitation
2026-09-10T02:24:55.106008+00:00,368,175.1,221.5,790.5,Wash Agitation
2026-09-10T02:24:57.106008+00:00,370,174.8,219.7,795.6,Wash Agitation
2026-09-10T02:24:59.106008+00:00,372,165.3,221.5,746.3,Wash Agitation
2026-09-10T02:25:01.106008+00:00,374,198.2,218.7,906.3,Wash Agitation
2026-09-10T02:25:03.106008+00:00,376,191.0,221.1,863.9,Wash Agitation
2026-09-10T02:25:05.106008+00:00,378,222.6,221.8,1003.6,Wash Agitation
2026-09-10T02:25:07.106008+00:00,380,225.6,221.2,1019.9,Wash Agitation
2026-09-10T02:25:09.106008+00:00,382,232.1,220.6,1052.1,Wash Agitation
2026-09-10T02:25:11.106008+00:00,384,248.8,221.7,1122.2,Wash Agitation
2026-09-10T02:25:13.106008+00:00,386,261.9,218.5,1198.6,Wash Agitation
2026-09-10T02:25:15.106008+00:00,388,233.5,220.4,1059.4,Wash Agitation
2026-09-10T02:25:17.106008+00:00,390,222.1,219.3,1012.8,Wash Agitation
2026-09-10T02:25:19.106008+00:00,392,228.3,220.0,1037.7,Wash Agitation
2026-09-10T02:25:21.106008+00:00,394,212.0,218.1,972.0,Wash Agitation
2026-09-10T02:25:23.106008+00:00,396,188.7,221.4,852.3,Wash Agitation
2026-09-10T02:25:25.106008+00:00,398,183.4,221.2,829.1,Wash Agitation
2026-09-10T02:25:27.106008+00:00,400,178.1,217.8,817.7,Wash Agitation
2026-09-10T02:25:29.106008+00:00,402,181.9,219.6,828.3,Wash Agitation
2026-09-10T02:25:31.106008+00:00,404,192.0,219.7,873.9,Wash Agitation
2026-09-10T02:25:33.106008+00:00,406,199.6,220.6,904.8,Wash Agitation
2026-09-10T02:25:35.106008+00:00,408,212.8,221.7,959.9,Wash Agitation
2026-09-10T02:25:37.106008+00:00,410,207.8,221.4,938.6,Wash Agitation
2026-09-10T02:25:39.106008+00:00,412,239.6,219.1,1093.6,Wash Agitation
2026-09-10T02:25:41.106008+00:00,414,232.5,221.0,1052.0,Wash Agitation
2026-09-10T02:25:43.106008+00:00,416,258.1,220.1,1172.6,Wash Agitation
2026-09-10T02:25:45.106008+00:00,418,261.2,221.8,1177.6,Wash Agitation
2026-09-10T02:25:47.106008+00:00,420,229.3,220.9,1038.0,Wash Agitation
2026-09-10T02:25:49.106008+00:00,422,218.0,219.6,992.7,Wash Agitation
2026-09-10T02:25:51.106008+00:00,424,202.7,217.7,931.1,Wash Agitation
2026-09-10T02:25:53.106008+00:00,426,198.7,218.7,908.6,Wash Agitation
2026-09-10T02:25:55.106008+00:00,428,175.6,220.0,798.2,Wash Agitation
2026-09-10T02:25:57.106008+00:00,430,181.7,222.0,818.5,Wash Agitation
2026-09-10T02:25:59.106008+00:00,432,173.9,221.1,786.5,Wash Agitation
2026-09-10T02:26:01.106008+00:00,434,177.2,221.6,799.6,Wash Agitation
2026-09-10T02:26:03.106008+00:00,436,179.1,218.7,818.9,Wash Agitation
2026-09-10T02:26:05.106008+00:00,438,195.7,217.9,898.1,Wash Agitation
2026-09-10T02:26:07.106008+00:00,440,208.1,220.8,942.5,Wash Agitation
2026-09-10T02:26:09.106008+00:00,442,224.1,222.3,1008.1,Wash Agitation
2026-09-10T02:26:11.106008+00:00,444,242.5,218.3,1110.9,Wash Agitation
2026-09-10T02:26:13.106008+00:00,446,245.1,217.9,1124.8,Wash Agitation
2026-09-10T02:26:15.106008+00:00,448,245.2,217.8,1125.8,Wash Agitation
2026-09-10T02:26:17.106008+00:00,450,232.7,220.4,1055.8,Wash Agitation
2026-09-10T02:26:19.106008+00:00,452,238.4,222.1,1073.4,Wash Agitation
2026-09-10T02:26:21.106008+00:00,454,228.2,219.6,1039.2,Wash Agitation
2026-09-10T02:26:23.106008+00:00,456,197.3,219.0,900.9,Wash Agitation
2026-09-10T02:26:25.106008+00:00,458,197.9,222.2,890.6,Wash Agitation
2026-09-10T02:26:27.106008+00:00,460,181.5,219.3,827.6,Wash Agitation
2026-09-10T02:26:29.106008+00:00,462,186.4,218.0,855.0,Wash Agitation
2026-09-10T02:26:31.106008+00:00,464,171.5,218.4,785.3,Wash Agitation
2026-09-10T02:26:33.106008+00:00,466,167.6,221.7,756.0,Wash Agitation
2026-09-10T02:26:35.106008+00:00,468,171.1,218.1,784.5,Wash Agitation
2026-09-10T02:26:37.106008+00:00,470,196.1,221.4,885.7,Wash Agitation
2026-09-10T02:26:39.106008+00:00,472,207.2,219.7,943.1,Wash Agitation
2026-09-10T02:26:41.106008+00:00,474,226.8,222.0,1021.6,Wash Agitation
2026-09-10T02:26:43.106008+00:00,476,247.2,221.0,1118.6,Wash Agitation
2026-09-10T02:26:45.106008+00:00,478,241.0,221.1,1090.0,Wash Agitation
2026-09-10T02:26:47.106008+00:00,480,1.6,221.9,7.2,Soak Period
2026-09-10T02:26:49.106008+00:00,482,1.8,221.0,8.1,Soak Period
2026-09-10T02:26:51.106008+00:00,484,1.1,222.1,5.0,Soak Period
2026-09-10T02:26:53.106008+00:00,486,1.4,217.9,6.4,Soak Period
2026-09-10T02:26:55.106008+00:00,488,1.5,221.4,6.8,Soak Period
2026-09-10T02:26:57.106008+00:00,490,1.4,220.0,6.4,Soak Period
2026-09-10T02:26:59.106008+00:00,492,2.1,218.5,9.6,Soak Period
2026-09-10T02:27:01.106008+00:00,494,0.9,220.6,4.1,Soak Period
2026-09-10T02:27:03.106008+00:00,496,1.0,219.9,4.5,Soak Period
2026-09-10T02:27:05.106008+00:00,498,1.7,219.1,7.8,Soak Period
2026-09-10T02:27:07.106008+00:00,500,1.8,220.0,8.2,Soak Period
2026-09-10T02:27:09.106008+00:00,502,1.4,218.1,6.4,Soak Period
2026-09-10T02:27:11.106008+00:00,504,1.7,219.0,7.8,Soak Period
2026-09-10T02:27:13.106008+00:00,506,2.0,217.6,9.2,Soak Period
2026-09-10T02:27:15.106008+00:00,508,2.1,219.3,9.6,Soak Period
2026-09-10T02:27:17.106008+00:00,510,1.7,221.2,7.7,Soak Period
2026-09-10T02:27:19.106008+00:00,512,1.2,220.1,5.5,Soak Period
2026-09-10T02:27:21.106008+00:00,514,2.1,220.4,9.5,Soak Period
2026-09-10T02:27:23.106008+00:00,516,0.9,222.5,4.0,Soak Period
2026-09-10T02:27:25.106008+00:00,518,1.6,222.0,7.2,Soak Period
2026-09-10T02:27:27.106008+00:00,520,1.7,219.6,7.7,Soak Period
2026-09-10T02:27:29.106008+00:00,522,1.3,221.7,5.9,Soak Period
2026-09-10T02:27:31.106008+00:00,524,1.9,218.1,8.7,Soak Period
2026-09-10T02:27:33.106008+00:00,526,2.1,219.9,9.5,Soak Period
2026-09-10T02:27:35.106008+00:00,528,0.9,222.2,4.1,Soak Period
2026-09-10T02:27:37.106008+00:00,530,1.0,218.2,4.6,Soak Period
2026-09-10T02:27:39.106008+00:00,532,1.5,221.3,6.8,Soak Period
2026-09-10T02:27:41.106008+00:00,534,0.9,220.4,4.1,Soak Period
2026-09-10T02:27:43.106008+00:00,536,1.7,220.8,7.7,Soak Period
2026-09-10T02:27:45.106008+00:00,538,0.9,218.8,4.1,Soak Period
2026-09-10T02:27:47.106008+00:00,540,1.7,221.2,7.7,Soak Period
2026-09-10T02:27:49.106008+00:00,542,2.0,221.3,9.0,Soak Period
2026-09-10T02:27:51.106008+00:00,544,1.1,219.0,5.0,Soak Period
2026-09-10T02:27:53.106008+00:00,546,2.1,220.4,9.5,Soak Period
2026-09-10T02:27:55.106008+00:00,548,2.0,219.5,9.1,Soak Period
2026-09-10T02:27:57.106008+00:00,550,1.5,218.7,6.9,Soak Period
2026-09-10T02:27:59.106008+00:00,552,2.0,219.9,9.1,Soak Period
2026-09-10T02:28:01.106008+00:00,554,2.1,221.2,9.5,Soak Period
2026-09-10T02:28:03.106008+00:00,556,1.7,221.7,7.7,Soak Period
2026-09-10T02:28:05.106008+00:00,558,0.8,221.8,3.6,Soak Period
2026-09-10T02:28:07.106008+00:00,560,2.0,218.9,9.1,Soak Period
2026-09-10T02:28:09.106008+00:00,562,1.2,219.3,5.5,Soak Period
2026-09-10T02:28:11.106008+00:00,564,1.0,219.5,4.6,Soak Period
2026-09-10T02:28:13.106008+00:00,566,1.8,220.4,8.2,Soak Period
2026-09-10T02:28:15.106008+00:00,568,2.0,219.0,9.1,Soak Period
2026-09-10T02:28:17.106008+00:00,570,1.5,219.8,6.8,Soak Period
2026-09-10T02:28:19.106008+00:00,572,1.2,218.1,5.5,Soak Period
2026-09-10T02:28:21.106008+00:00,574,2.0,219.2,9.1,Soak Period
2026-09-10T02:28:23.106008+00:00,576,1.8,218.8,8.2,Soak Period
2026-09-10T02:28:25.106008+00:00,578,1.5,221.4,6.8,Soak Period
2026-09-10T02:28:27.106008+00:00,580,1.1,217.6,5.1,Soak Period
2026-09-10T02:28:29.106008+00:00,582,1.1,219.7,5.0,Soak Period
2026-09-10T02:28:31.106008+00:00,584,1.0,222.0,4.5,Soak Period
2026-09-10T02:28:33.106008+00:00,586,1.8,221.6,8.1,Soak Period
2026-09-10T02:28:35.106008+00:00,588,0.8,221.3,3.6,Soak Period
2026-09-10T02:28:37.106008+00:00,590,1.7,218.8,7.8,Soak Period
2026-09-10T02:28:39.106008+00:00,592,2.1,222.0,9.5,Soak Period
2026-09-10T02:28:41.106008+00:00,594,1.7,221.2,7.7,Soak Period
2026-09-10T02:28:43.106008+00:00,596,1.7,218.7,7.8,Soak Period
2026-09-10T02:28:45.106008+00:00,598,1.7,220.9,7.7,Soak Period
2026-09-10T02:28:47.106008+00:00,600,1.6,221.8,7.2,Soak Period
2026-09-10T02:28:49.106008+00:00,602,1.8,220.0,8.2,Soak Period
2026-09-10T02:28:51.106008+00:00,604,0.8,217.9,3.7,Soak Period
2026-09-10T02:28:53.106008+00:00,606,2.1,222.0,9.5,Soak Period
2026-09-10T02:28:55.106008+00:00,608,1.6,219.1,7.3,Soak Period
2026-09-10T02:28:57.106008+00:00,610,1.9,219.2,8.7,Soak Period
2026-09-10T02:28:59.106008+00:00,612,1.9,221.4,8.6,Soak Period
2026-09-10T02:29:01.106008+00:00,614,1.3,222.3,5.8,Soak Period
2026-09-10T02:29:03.106008+00:00,616,1.5,221.1,6.8,Soak Period
2026-09-10T02:29:05.106008+00:00,618,1.1,222.1,5.0,Soak Period
2026-09-10T02:29:07.106008+00:00,620,1.4,219.3,6.4,Soak Period
2026-09-10T02:29:09.106008+00:00,622,0.9,219.2,4.1,Soak Period
2026-09-10T02:29:11.106008+00:00,624,1.9,220.5,8.6,Soak Period
2026-09-10T02:29:13.106008+00:00,626,0.9,222.3,4.0,Soak Period
2026-09-10T02:29:15.106008+00:00,628,1.6,220.6,7.3,Soak Period
2026-09-10T02:29:17.106008+00:00,630,1.9,221.8,8.6,Soak Period
2026-09-10T02:29:19.106008+00:00,632,2.0,219.7,9.1,Soak Period
2026-09-10T02:29:21.106008+00:00,634,2.0,219.2,9.1,Soak Period
2026-09-10T02:29:23.106008+00:00,636,1.2,220.3,5.4,Soak Period
2026-09-10T02:29:25.106008+00:00,638,1.5,222.2,6.8,Soak Period
2026-09-10T02:29:27.106008+00:00,640,1.5,219.3,6.8,Soak Period
2026-09-10T02:29:29.106008+00:00,642,1.2,222.0,5.4,Soak Period
2026-09-10T02:29:31.106008+00:00,644,1.1,219.8,5.0,Soak Period
2026-09-10T02:29:33.106008+00:00,646,1.7,219.5,7.7,Soak Period
2026-09-10T02:29:35.106008+00:00,648,1.1,219.0,5.0,Soak Period
2026-09-10T02:29:37.106008+00:00,650,2.1,218.4,9.6,Soak Period
2026-09-10T02:29:39.106008+00:00,652,0.9,222.5,4.0,Soak Period
2026-09-10T02:29:41.106008+00:00,654,1.5,219.3,6.8,Soak Period
2026-09-10T02:29:43.106008+00:00,656,1.1,221.0,5.0,Soak Period
2026-09-10T02:29:45.106008+00:00,658,1.4,219.2,6.4,Soak Period
2026-09-10T02:29:47.106008+00:00,660,204.9,222.3,921.7,Rinse & Drain
2026-09-10T02:29:49.106008+00:00,662,198.2,221.6,894.4,Rinse & Drain
2026-09-10T02:29:51.106008+00:00,664,176.3,221.0,797.7,Rinse & Drain
2026-09-10T02:29:53.106008+00:00,666,163.6,220.7,741.3,Rinse & Drain
2026-09-10T02:29:55.106008+00:00,668,131.8,218.2,604.0,Rinse & Drain
2026-09-10T02:29:57.106008+00:00,670,125.1,222.0,563.5,Rinse & Drain
2026-09-10T02:29:59.106008+00:00,672,100.9,218.2,462.4,Rinse & Drain
2026-09-10T02:30:01.106008+00:00,674,114.3,218.3,523.6,Rinse & Drain
2026-09-10T02:30:03.106008+00:00,676,129.0,219.9,586.6,Rinse & Drain
2026-09-10T02:30:05.106008+00:00,678,156.4,220.1,710.6,Rinse & Drain
