timestamp_iso,elapsed_seconds,power_w,voltage_v,current_ma,energy_kwh,switch_on,source,inferred_state
2026-09-12T17:39:32.137227,65.32,0.0,207.4,0.0,0.01,True,local,IDLE/OFF
2026-09-12T17:39:34.092896,67.28,0.0,207.4,0.0,0.01,True,local,IDLE/OFF
2026-09-12T17:39:35.623951,68.81,0.0,207.4,0.0,0.01,True,local,IDLE/OFF
2026-09-12T17:39:36.740002,69.92,0.0,207.4,0.0,0.01,True,local,IDLE/OFF
2026-09-12T17:39:38.068576,71.25,0.0,207.4,0.0,0.01,True,local,IDLE/OFF
2026-09-12T17:39:39.642271,72.83,0.0,207.4,0.0,0.01,True,local,IDLE/OFF
2026-09-12T17:39:41.859583,75.04,0.0,207.4,0.0,0.01,True,local,IDLE/OFF
2026-09-12T17:39:43.039148,76.22,0.0,207.4,0.0,0.01,True,local,IDLE/OFF
2026-09-12T17:39:44.797206,77.98,0.0,207.4,0.0,0.01,True,local,IDLE/OFF
2026-09-12T17:39:46.199097,79.38,0.0,207.4,0.0,0.01,True,local,IDLE/OFF
2026-09-12T17:39:47.302340,80.49,0.0,207.4,0.0,0.01,True,local,IDLE/OFF
2026-09-12T17:39:48.756490,81.94,0.0,207.4,0.0,0.01,True,local,IDLE/OFF
2026-09-12T17:39:50.898641,84.08,0.0,207.4,0.0,0.01,True,local,IDLE/OFF
2026-09-12T17:39:52.757372,85.94,0.0,207.4,0.0,0.01,True,local,IDLE/OFF
2026-09-12T17:39:54.239697,87.42,0.0,207.4,0.0,0.01,True,local,IDLE/OFF
2026-09-12T17:39:55.957097,89.14,0.0,207.4,0.0,0.01,True,local,IDLE/OFF
2026-09-12T17:39:57.588778,90.77,0.0,207.4,0.0,0.01,True,local,IDLE/OFF
2026-09-12T17:39:58.831272,92.02,6.3,208.5,45.0,,,local,ACTIVE/SOAK
2026-09-12T17:40:01.061039,94.25,6.3,208.5,45.0,,,local,ACTIVE/SOAK
2026-09-12T17:40:03.558072,96.74,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:04.806396,97.99,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:06.020803,99.21,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:07.576228,100.76,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:09.221330,102.41,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:10.416241,103.60,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:12.662879,105.85,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:14.035241,107.22,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:15.275897,108.46,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:17.228135,110.41,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:19.420686,112.61,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:20.633695,113.82,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:22.656983,115.84,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:24.989632,118.17,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:26.209462,119.39,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:27.412941,120.60,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:29.107137,122.29,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:30.436909,123.62,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:32.313005,125.50,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:34.719822,127.90,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:36.622046,129.81,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:37.821411,131.01,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:39.897754,133.08,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:41.110696,134.30,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:42.324203,135.51,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:43.501926,136.69,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:44.699985,137.88,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:46.485750,139.67,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:47.649331,140.83,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:49.333882,142.52,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:50.529729,143.71,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:52.400801,145.59,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:53.522153,146.71,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:54.719603,147.90,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:56.251561,149.44,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:57.433695,150.62,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:40:58.817384,152.00,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:00.047516,153.23,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:01.167373,154.35,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:02.865046,156.05,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:04.064095,157.25,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:05.508959,158.69,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:07.063588,160.25,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:08.493134,161.68,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:09.946310,163.13,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:12.389435,165.57,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:13.861209,167.05,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:15.051475,168.24,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:16.362742,169.55,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:18.017562,171.20,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:19.395542,172.58,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:20.819780,174.00,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:22.187690,175.37,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:24.934470,178.12,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:26.155679,179.34,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:27.495116,180.68,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:28.785351,181.97,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:30.146855,183.33,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:31.415991,184.60,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:32.919132,186.10,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:34.695667,187.88,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:36.072249,189.26,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:37.932797,191.12,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:40.286979,193.47,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:42.072382,195.26,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:44.264196,197.45,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:45.494797,198.68,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:47.496847,200.68,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:49.233648,202.42,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:50.464372,203.65,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:52.139354,205.32,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:53.340092,206.52,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:54.489426,207.67,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:55.700177,208.88,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:57.819141,211.00,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:41:59.802583,212.99,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:00.992844,214.18,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:02.513162,215.70,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:03.835386,217.02,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:05.163736,218.35,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:06.920657,220.11,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:08.879370,222.06,6.3,208.5,45.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:10.069022,223.25,0.0,207.4,0.0,0.0,True,local,IDLE/OFF
2026-09-12T17:42:12.305674,225.49,0.0,207.4,0.0,0.01,True,local,IDLE/OFF
2026-09-12T17:42:13.503088,226.69,0.0,207.4,0.0,0.01,True,local,IDLE/OFF
2026-09-12T17:42:15.672535,228.86,0.0,207.4,0.0,0.01,True,local,IDLE/OFF
2026-09-12T17:42:17.651922,230.84,6.0,0.0,50.0,0.0,True,local,ACTIVE/SOAK
2026-09-12T17:42:18.844504,232.03,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:21.065171,234.25,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:22.237080,235.42,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:23.796779,236.98,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:24.905459,238.09,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:26.677206,239.86,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:28.249501,241.43,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:29.363730,242.55,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:31.281865,244.47,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:32.463527,245.65,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:33.590925,246.78,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:35.342757,248.53,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:36.762227,249.95,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:38.839554,252.02,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:40.908929,254.09,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:43.252403,256.44,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:44.440789,257.63,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:46.417885,259.60,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:48.076823,261.26,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:49.276106,262.46,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:51.016348,264.20,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:52.197856,265.38,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:54.557219,267.74,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:55.733234,268.92,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:57.244824,270.43,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:42:58.575883,271.76,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:00.166705,273.35,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:01.625867,274.81,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:03.069872,276.25,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:05.236413,278.42,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:07.399669,280.58,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:08.575577,281.76,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:10.120708,283.31,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:11.564769,284.75,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:13.766192,286.95,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:16.141116,289.33,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:17.316267,290.50,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:19.158341,292.34,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:20.811393,294.00,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:22.312376,295.50,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:23.628005,296.81,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:24.875087,298.06,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:26.206110,299.39,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:27.870775,301.06,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:29.418814,302.60,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:30.598727,303.78,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:33.048093,306.23,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:34.528649,307.71,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:35.764899,308.95,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:37.097569,310.28,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:39.024139,312.21,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:41.253707,314.44,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:42.719908,315.90,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:44.624414,317.81,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:45.811534,319.00,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:48.258619,321.44,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:50.482542,323.67,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:51.741068,324.93,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:53.617514,326.80,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:55.160698,328.35,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:56.347895,329.53,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:57.528490,330.71,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:43:58.871789,332.06,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:44:00.254380,333.44,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:44:02.322603,335.51,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:44:04.313229,337.50,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:44:05.545078,338.73,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:44:06.836730,340.02,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:44:08.623802,341.81,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:44:10.333509,343.52,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:44:11.501272,344.69,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:44:13.161230,346.35,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:44:15.097163,348.28,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:44:16.514402,349.70,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:44:17.852073,351.04,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:44:20.325711,353.51,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:44:21.522471,354.71,6.0,207.4,50.0,0.01,True,local,ACTIVE/SOAK
2026-09-12T17:44:22.666097,355.85,213.6,0.0,602.0,0.0,True,local,RUNNING
2026-09-12T17:44:24.055189,357.24,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:25.181702,358.37,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:27.019799,360.20,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:28.193430,361.38,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:29.959825,363.14,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:31.887592,365.07,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:33.615382,366.80,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:34.799312,367.98,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:37.010894,370.20,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:39.180770,372.37,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:40.877270,374.06,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:42.351885,375.54,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:43.777842,376.96,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:44.962577,378.15,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:46.256851,379.44,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:47.477947,380.66,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:49.672496,382.86,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:50.967859,384.15,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:52.320676,385.51,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:53.700730,386.89,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:54.960717,388.15,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:56.151063,389.34,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:57.566040,390.75,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:44:59.181249,392.37,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:00.373154,393.56,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:01.552150,394.74,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:02.811141,396.00,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:04.030004,397.21,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:05.665532,398.85,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:06.839721,400.02,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:08.188008,401.37,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:09.803989,402.99,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:11.138589,404.32,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:12.373956,405.56,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:13.562134,406.75,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:15.470184,408.65,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:16.652167,409.84,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:17.829252,411.01,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:19.161792,412.35,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:20.323786,413.51,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:21.574515,414.76,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:23.165562,416.35,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:24.801352,417.99,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:27.080466,420.27,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:29.327861,422.51,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:30.797690,423.98,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:32.200175,425.38,213.6,207.4,602.0,0.01,True,local,RUNNING
2026-09-12T17:45:33.323834,426.51,213.6,207.4,602.0,0.01,True,local,RUNNING
